CO_CURSO,NO_CURSO
1434893,GEOGRAFIA
1434931,FISIOTERAPIA
1434934,CIENCIA ECONOMICA
1452878,GESTAO DA TECNOLOGIA DA INFORMACAO
1452880,SISTEMAS DE INFORMACAO
5112,ADMINISTRACAO
54961,SISTEMAS DE INFORMACAO
96771,PEDAGOGIA
1205555,ENGENHARIA DE PRODUCAO
1304564,CIENCIAS CONTABEIS
5117,ODONTOLOGIA
5118,PSICOLOGIA
5119,PEDAGOGIA
5124,MATEMATICA
5129,CIENCIAS CONTABEIS
5130,FILOSOFIA
5131,CIENCIAS BIOLOGICAS
5132,SECRETARIADO EXECUTIVO
5133,MEDICINA VETERINARIA
19357,EDUCACAO FISICA
19359,FISIOTERAPIA
20050,ENGENHARIA DE COMPUTACAO
20051,NUTRICAO
21574,TEOLOGIA
22220,ADMINISTRACAO
23231,COMUNICACAO SOCIAL   PUBLICIDADE E PROPAGANDA
28661,COMUNICACAO SOCIAL   RELACÕES PUBLICAS
29376,LETRAS   PORTUGUES E INGLES
35717,COMUNICACAO SOCIAL   JORNALISMO
35956,RADIO
39767,CIENCIAS ECONOMICAS
49831,FARMACIA
49900,COMUNICACAO SOCIAL   COMUNICACAO MERCADOLOGICA
50945,BIOMEDICINA
54441,DIREITO
60606,LETRAS   INGLES
75760,GASTRONOMIA
88992,LOGISTICA
88994,MARKETING
88998,PROCESSOS GERENCIAIS
89002,ANALISE E DESENVOLVIMENTO DE SISTEMAS
89012,SISTEMAS DE INFORMACAO
92345,TEOLOGIA
92347,MARKETING
92351,GESTAO DE RECURSOS HUMANOS
92354,LETRAS   PORTUGUES E ESPANHOL
92355,PEDAGOGIA
92356,ADMINISTRACAO
97823,GESTAO DE RECURSOS HUMANOS
97829,CIENCIAS SOCIAIS
97833,LOGISTICA
102730,PROCESSOS GERENCIAIS
106782,FILOSOFIA
107338,EDUCACAO FISICA
115806,GESTAO AMBIENTAL
115814,GESTAO FINANCEIRA
115816,GESTAO PUBLICA
115818,AUTOMACAO INDUSTRIAL
1152400,DESIGN DE INTERIORES
1152404,PRODUCAO MULTIMIDIA
1152816,ENGENHARIA AMBIENTAL E SANITARIA
1177286,GESTAO DA QUALIDADE
1187399,ANALISE E DESENVOLVIMENTO DE SISTEMAS
1271935,GESTAO DA TECNOLOGIA DA INFORMACAO
1321317,ENGENHARIA DE PRODUCAO
1323047,JOGOS DIGITAIS
1330165,SEGURANCA PUBLICA
1330166,GESTAO PORTUARIA
1349906,GESTAO COMERCIAL
1360054,ESTETICA E COSMETICA
1360105,GESTAO HOSPITALAR
1363899,GESTAO DE SEGUROS
1382575,ENGENHARIA CIVIL
1382576,ENGENHARIA ELETRONICA
1452957,COMERCIO EXTERIOR
1452958,CIENCIAS CONTABEIS
5179,PEDAGOGIA
20278,ADMINISTRACAO
20290,CIENCIA DA COMPUTACAO
62146,CIENCIAS CONTABEIS
5187,DIREITO
5221,FISIOTERAPIA
5223,EDUCACAO FISICA
5226,MATEMATICA
5227,ADMINISTRACAO
5228,SERVICO SOCIAL
5231,CIENCIAS BIOLOGICAS
5233,CIENCIAS CONTABEIS
5236,DIREITO
5238,SISTEMAS DE INFORMACAO
18598,MEDICINA VETERINARIA
28064,LETRAS   LINGUA PORTUGUESA
29378,LETRAS   PORTUGUES E INGLES
29381,JORNALISMO
29882,COMUNICACAO SOCIAL   PUBLICIDADE E PROPAGANDA
66349,ENFERMAGEM
103265,NUTRICAO
103418,LOGISTICA
103420,GESTAO DE RECURSOS HUMANOS
107584,GESTAO AMBIENTAL
107586,MARKETING
111732,BIOMEDICINA
123846,ADMINISTRACAO
305223,EDUCACAO FISICA
305231,CIENCIAS BIOLOGICAS
1116853,DESIGN GRAFICO
1116854,REDES DE COMPUTADORES
1119030,PROCESSOS GERENCIAIS
1129262,HISTORIA
1134429,GESTAO DE RECURSOS HUMANOS
1134463,PROCESSOS GERENCIAIS
1149644,GEOGRAFIA
1172852,ADMINISTRACAO
1172853,CIENCIAS CONTABEIS
1172855,SISTEMA DE INFORMACAO
1172860,GESTAO DE RECURSOS HUMANOS
1172862,LOGISTICA
1172863,MARKETING
1172866,PROCESSOS GERENCIAIS
1177279,GESTAO HOSPITALAR
1262931,PEDAGOGIA
1264659,ENGENHARIA DE PRODUCAO
1332848,LOGISTICA
1332862,ENGENHARIA AMBIENTAL
1332863,ENGENHARIA CIVIL
1332870,ENGENHARIA MECANICA
1332876,RADIOLOGIA
1349728,MARKETING
1349736,ANALISE E DESENVOLVIMENTO DE SISTEMAS
1349737,BANCO DE DADOS
1350003,SISTEMAS DE INFORMACAO
1350047,CIENCIAS CONTABEIS
1357980,FARMACIA
1357989,FARMACIA
1382517,HISTORIA
1382518,MATEMATICA
1382519,LETRAS   PORTUGUES E INGLES
1382520,GEOGRAFIA
1382521,LETRAS   LINGUA PORTUGUESA
1382522,PEDAGOGIA
1382523,SERVICO SOCIAL
1382526,FISIOTERAPIA
1382528,RADIOLOGIA
1382529,ENGENHARIA DE PRODUCAO
1382550,BIOMEDICINA
1419778,GASTRONOMIA
1419779,GASTRONOMIA
1422435,NUTRICAO
1425303,ANALISE E DESENVOLVIMENTO DE SISTEMAS
1438448,ADMINISTRACAO
1438449,CIENCIAS CONTABEIS
1438450,PEDAGOGIA
1438451,MARKETING
5001394,DIREITO
5345,MEDICINA
5347,CIENCIAS CONTABEIS
5348,ADMINISTRACAO
5351,FISICA
5352,QUIMICA
5353,CIENCIAS BIOLOGICAS
5355,PEDAGOGIA
27554,LETRAS   INGLES
31093,LETRAS   PORTUGUES
65230,PROGRAMA ESPECIAL DE FORMACAO DE DOCENTE
65232,PROGRAMA ESPECIAL DE FORMACAO DE DOCENTE
65234,PROGRAMA ESPECIAL DE FORMACAO DE DOCENTE
305351,FISICA
305352,QUIMICA
305353,CIENCIAS BIOLOGICAS
5367,ENGENHARIA CIVIL
5368,ENGENHARIA MECANICA
28072,ENFERMAGEM
5380,CIENCIAS CONTABEIS
5381,ADMINISTRACAO
5382,DIREITO
5383,CIENCIAS ECONOMICAS
5412,CIENCIAS ECONOMICAS
5413,CIENCIAS CONTABEIS
20469,SISTEMA DE INFORMACAO
34701,ADMINISTRACAO
96171,DIREITO
116430,COMERCIO EXTERIOR
1210785,ADMINISTRACAO
1210820,GESTAO COMERCIAL
27557,JORNALISMO
31573,PUBLICIDADE E PROPAGANDA
31574,RELACÕES PUBLICAS
48979,RADIO
5468,CIENCIAS CONTABEIS
5469,ADMINISTRACAO
1058327,ENGENHARIA DE PRODUCAO
1058328,ENGENHARIA MECANICA
1058329,ENGENHARIA AMBIENTAL E SANITARIA
1058330,ENGENHARIA CIVIL
5474,ADMINISTRACAO
5475,CIENCIAS CONTABEIS
5476,CIENCIAS ECONOMICAS
5477,LETRAS   PORTUGUES E INGLES
5478,PEDAGOGIA
5480,ARQUITETURA E URBANISMO
5481,CIENCIAS BIOLOGICAS
5483,FILOSOFIA
5485,CIENCIA DA COMPUTACAO
5486,ENGENHARIA CIVIL
5488,ENGENHARIA ELETRICA
5492,DESIGN
5493,SECRETARIADO EXECUTIVO
5494,LETRAS   TRADUTOR E INTERPRETE
5496,NUTRICAO
5497,EDUCACAO FISICA
5498,DIREITO
5500,ENGENHARIA DE COMPUTACAO
18466,TURISMO
19479,FISIOTERAPIA
19508,SISTEMAS DE INFORMACAO
29894,COMUNICACAO SOCIAL   RADIALISMO (RADIO E TV)
31575,PUBLICIDADE E PROPAGANDA
32895,JORNALISMO
39755,ENGENHARIA MECANICA
39988,LETRAS   PORTUGUES E INGLES
74629,ENGENHARIA DE PRODUCAO
94906,FARMACIA
95489,CIENCIA DA COMPUTACAO
95493,CIENCIAS CONTABEIS
95496,JORNALISMO
95497,PUBLICIDADE E PROPAGANDA
95500,DIREITO
95506,SISTEMAS DE INFORMACAO
96275,DESIGN
115867,ADMINISTRACAO
305481,CIENCIAS BIOLOGICAS
305483,FILOSOFIA
305484,PSICOLOGIA
305488,ENGENHARIA ELETRONICA
305497,EDUCACAO FISICA
1133633,ENGENHARIA DE PRODUCAO
1167880,ENGENHARIA DE CONTROLE E AUTOMACAO
1167934,GESTAO DE RECURSOS HUMANOS
1167966,GESTAO DE RECURSOS HUMANOS
1188121,ENGENHARIA CIVIL
1314218,DESIGN DE INTERIORES
1314219,LOGISTICA
1314220,MARKETING
1314221,PROCESSOS GERENCIAIS
1314222,BIOMEDICINA
1314224,MEDICINA VETERINARIA
1314225,ENFERMAGEM
1315664,ANALISE E DESENVOLVIMENTO DE SISTEMAS
1323969,ODONTOLOGIA
1341738,ARQUITETURA E URBANISMO
1341754,ENGENHARIA MECANICA
1374864,RELACÕES PUBLICAS
1374866,ENGENHARIA QUIMICA
1420107,ADMINISTRACAO
1420109,ARQUITETURA E URBANISMO
1420115,DESIGN
1420116,ADMINISTRACAO
1420117,ARQUITETURA E URBANISMO
1420118,ENGENHARIA CIVIL
1420126,CIENCIAS CONTABEIS
1420127,ENGENHARIA DE PRODUCAO
1420128,CIENCIAS ECONOMICAS
1420132,ENGENHARIA ELETRICA
1420136,DESIGN
1420138,CIENCIAS ECONOMICAS
1420139,ENGENHARIA CIVIL
1420141,ENGENHARIA DE COMPUTACAO
1420155,ENGENHARIA MECANICA
1420162,JORNALISMO
1420164,PUBLICIDADE E PROPAGANDA
1420166,RELACÕES INTERNACIONAIS
1420167,GESTAO DE RECURSOS HUMANOS
1420173,ANALISE E DESENVOLVIMENTO DE SISTEMAS
1420177,GESTAO DE RECURSOS HUMANOS
1420185,CIENCIA DA COMPUTACAO
1420188,ADMINISTRACAO
1420189,ARQUITETURA E URBANISMO
1420197,ENGENHARIA CIVIL
1420200,ENGENHARIA DE PRODUCAO
1420201,ENGENHARIA ELETRICA
1420208,MEDICINA VETERINARIA
1420217,GESTAO DE RECURSOS HUMANOS
1421005,CINEMA E AUDIOVISUAL
1421010,RELACÕES INTERNACIONAIS
1421486,GESTAO COMERCIAL
1421487,GESTAO FINANCEIRA
1438513,MEDICINA VETERINARIA
5001395,DIREITO
5001396,DIREITO
5567,ADMINISTRACAO
5568,CIENCIAS CONTABEIS
18233,EDUCACAO FISICA
18284,PEDAGOGIA
50965,ENFERMAGEM
88210,GESTAO DE RECURSOS HUMANOS
109869,FILOSOFIA
109871,ARTES VISUAIS
119228,GEOGRAFIA
119232,LETRAS   PORTUGUES E INGLES
119234,SERVICO SOCIAL
123702,GESTAO FINANCEIRA
123710,MARKETING
123720,PROCESSOS GERENCIAIS
123724,LOGISTICA
1106930,EDUCACAO FISICA
1161613,ANALISE E DESENVOLVIMENTO DE SISTEMAS
1162537,RADIOLOGIA
1211312,LOGISTICA
1289129,TEATRO
1306183,GESTAO DA TECNOLOGIA DA INFORMACAO
1375405,ADMINISTRACAO
1375406,CIENCIAS CONTABEIS
1375407,PROCESSOS GERENCIAIS
1375408,GESTAO DE RECURSOS HUMANOS
1375411,PEDAGOGIA
1401679,MARKETING
1401680,ESTETICA E COSMETICA
1427702,GESTAO FINANCEIRA
5575,CIENCIA ECONOMICA
5576,CIENCIAS CONTABEIS
5577,ADMINISTRACAO
5579,PEDAGOGIA
5584,ENGENHARIA CIVIL
5586,ARQUITETURA E URBANISMO
18994,MODA
18995,MEDICINA VETERINARIA
18996,RELACÕES INTERNACIONAIS
18997,DIREITO
19000,AGRONOMIA
30810,COMUNICACAO SOCIAL   PUBLICIDADE E PROPAGANDA
110348,ENGENHARIA DE PRODUCAO
123266,EDUCACAO FISICA
123268,EDUCACAO FISICA
123271,EDUCACAO FISICA
123273,EDUCACAO FISICA
1114689,GESTAO DA TECNOLOGIA DA INFORMACAO
1149658,GESTAO DE RECURSOS HUMANOS
1149855,GESTAO FINANCEIRA
1149860,LOGISTICA
1149864,PROCESSOS GERENCIAIS
1149866,GESTAO COMERCIAL
1179083,ANALISE E DESENVOLVIMENTO DE SISTEMAS
1179205,LETRAS   PORTUGUES E INGLES
5609,EDUCACAO FISICA
5613,SERVICO SOCIAL
5615,DIREITO
5623,ODONTOLOGIA
5625,ENGENHARIA QUIMICA
18447,MEDICINA
39835,COMUNICACAO SOCIAL   PUBLICIDADE E PROPAGANDA
39836,JORNALISMO
49306,PSICOLOGIA
49564,ENFERMAGEM
49572,ENFERMAGEM
49586,EDUCACAO FISICA
49589,DIREITO
49626,ENGENHARIA DE COMPUTACAO
49634,FISIOTERAPIA
79642,SERVICO SOCIAL
80392,BIOTECNOLOGIA
89391,RELACÕES INTERNACIONAIS
89393,SISTEMAS DE INFORMACAO
89407,MUSICA
89457,ADMINISTRACAO
89459,ADMINISTRACAO
92491,NUTRICAO
92521,FISIOTERAPIA
98124,EDUCACAO FISICA
98126,EDUCACAO FISICA
105606,FARMACIA
107294,ENGENHARIA DE PRODUCAO
114174,GESTAO DA PRODUCAO INDUSTRIAL
115998,PEDAGOGIA
116008,LOGISTICA
1132763,ENGENHARIA CIVIL
1180566,ENGENHARIA CIVIL
1180567,ENGENHARIA DE PRODUCAO
1279375,ARQUITETURA E URBANISMO
1342765,CIENCIAS CONTABEIS
1420098,ENGENHARIA DE SOFTWARE
5717,CIENCIAS ECONOMICAS
5718,CIENCIAS CONTABEIS
20366,SECRETARIADO EXECUTIVO
34274,COMUNICACAO SOCIAL   PUBLICIDADE E PROPAGANDA
45365,ADMINISTRACAO
72219,RELACÕES INTERNACIONAIS
88622,RELACÕES PUBLICAS
5723,ENGENHARIA DE AGRIMENSURA
68343,ENGENHARIA DE PRODUCAO
1179775,ENGENHARIA CIVIL
5778,ARQUITETURA E URBANISMO
5779,CIENCIAS BIOLOGICAS
5781,FONOAUDIOLOGIA
53701,FISIOTERAPIA
64547,NUTRICAO
97770,DESIGN DE INTERIORES
99314,ADMINISTRACAO
99316,DIREITO
101298,PEDAGOGIA
101302,EDUCACAO FISICA
105516,BIOMEDICINA
109714,CIENCIAS CONTABEIS
109980,MUSICA
111224,ARQUITETURA E URBANISMO
118646,ENGENHARIA AMBIENTAL E SANITARIA
118650,ENGENHARIA CIVIL
118652,ENGENHARIA DE PRODUCAO
121526,TEOLOGIA
1128912,ADMINISTRACAO
1131357,ENFERMAGEM
1190682,CIENCIAS BIOLOGICAS
1190775,EDUCACAO FISICA
1435212,ENGENHARIA DE COMPUTACAO
1446761,CIENCIAS DE DADOS
1446763,BIOINFORMATICA
5788,ADMINISTRACAO
5789,CIENCIAS CONTABEIS
21336,PSICOLOGIA
25140,JORNALISMO
27228,PUBLICIDADE E PROPAGANDA
91307,EDUCACAO FISICA
91309,EDUCACAO FISICA
107988,ENGENHARIA DE COMPUTACAO
107990,ENGENHARIA QUIMICA
107992,ENGENHARIA MECANICA
115874,ENGENHARIA DE PRODUCAO
123446,ENGENHARIA ELETRICA
123452,FISIOTERAPIA
1276567,ENGENHARIA CIVIL
1276568,ENGENHARIA DE SOFTWARE
1276569,FARMACIA
1295813,MEDICINA
5805,PEDAGOGIA
18115,HISTORIA
91171,ADMINISTRACAO
91173,CIENCIAS CONTABEIS
95956,DIREITO
5818,PEDAGOGIA
5819,CIENCIAS CONTABEIS
18150,ADMINISTRACAO
1322686,MARKETING
1322687,GESTAO DE RECURSOS HUMANOS
5826,ADMINISTRACAO
5827,CIENCIAS CONTABEIS
5835,DIREITO
5836,PSICOLOGIA
5838,EDUCACAO FISICA
5841,CIENCIA DA COMPUTACAO
5843,ENGENHARIA MECANICA
5844,ENGENHARIA CIVIL
5845,SERVICO SOCIAL
18440,ENFERMAGEM
18441,FISIOTERAPIA
18442,ODONTOLOGIA
19477,CIENCIAS BIOLOGICAS
22238,LETRAS   PORTUGUES E INGLES
35212,COMUNICACAO SOCIAL   PUBLICIDADE E PROPAGANDA
39529,RADIO
39579,ENGENHARIA ELETRICA
52007,ANALISE E DESENVOLVIMENTO DE SISTEMAS
63842,GESTAO DE RECURSOS HUMANOS
64319,REDES DE COMPUTADORES
65941,CIENCIAS CONTABEIS
65943,DIREITO
65955,ANALISE E DESENVOLVIMENTO DE SISTEMAS
65958,COMUNICACAO SOCIAL   PUBLICIDADE E PROPAGANDA
65959,ADMINISTRACAO
70353,ADMINISTRACAO
70356,ARQUITETURA E URBANISMO
70384,CIENCIAS CONTABEIS
70387,DIREITO
70395,ARTES VISUAIS
70412,MATEMATICA
70428,PSICOLOGIA
70467,MEDICINA VETERINARIA
70469,NUTRICAO
70471,CIENCIAS ECONOMICAS
70488,PEDAGOGIA
70492,PEDAGOGIA
81079,GESTAO FINANCEIRA
81111,ENFERMAGEM
81113,ODONTOLOGIA
81125,PSICOLOGIA
81386,FARMACIA
81393,JOGOS DIGITAIS
82362,GESTAO DE RECURSOS HUMANOS
91388,GASTRONOMIA
100459,QUIMICA
101168,GESTAO DE RECURSOS HUMANOS
101424,ESTETICA E COSMETICA
101828,ENGENHARIA DE PRODUCAO
109324,LOGISTICA
109326,GESTAO FINANCEIRA
109332,ENGENHARIA MECANICA
109361,DIREITO
123675,REDES DE COMPUTADORES
123677,ANALISE E DESENVOLVIMENTO DE SISTEMAS
305838,EDUCACAO FISICA
319477,CIENCIAS BIOLOGICAS
1070572,MARKETING
1139961,DESIGN DE INTERIORES
1139962,DESIGN GRAFICO
1140708,QUIMICA
1175028,ENGENHARIA CIVIL
1258519,ADMINISTRACAO
1258522,CIENCIAS CONTABEIS
1258526,LETRAS   PORTUGUES E INGLES
1258527,CIENCIAS SOCIAIS
1258528,PEDAGOGIA
1258531,GESTAO DE RECURSOS HUMANOS
1258533,GESTAO FINANCEIRA
1258534,LOGISTICA
1258536,PROCESSOS GERENCIAIS
1258537,LETRAS   PORTUGUES E ESPANHOL
1258538,ANALISE E DESENVOLVIMENTO DE SISTEMAS
1258541,GESTAO DA TECNOLOGIA DA INFORMACAO
1285859,GESTAO AMBIENTAL
1285860,GESTAO COMERCIAL
1285861,SECRETARIADO
1285862,ENGENHARIA AMBIENTAL
1285863,FILOSOFIA
1285864,GEOGRAFIA
1285865,HISTORIA
1285866,MATEMATICA
1285867,SERVICO SOCIAL
1286009,ENGENHARIA DE PRODUCAO
1321293,ARTES VISUAIS
1321294,CIENCIAS ECONOMICAS
1321295,GESTAO PUBLICA
1321318,CIENCIAS BIOLOGICAS
1321591,GEOGRAFIA
1321594,HISTORIA
1321624,PUBLICIDADE E PROPAGANDA
1321668,ENFERMAGEM
1322587,JORNALISMO
1330356,PROGRAMA ESPECIAL DE FORMACAO PEDAGOGICA DE DOCENTES   BIOLOGIA
1330357,PROGRAMA ESPECIAL DE FORMACAO PEDAGOGICA DE DOCENTES   MATEMATICA
1330358,PROGRAMA ESPECIAL DE FORMACAO PEDAGOGICA DE DOCENTES   PORTUGUES
1330359,PROGRAMA ESPECIAL DE FORMACAO PEDAGOGICA DE DOCENTES   QUIMICA
1330393,PROGRAMA ESPECIAL DE FORMACAO PEDAGOGICA DE DOCENTES   GEOGRAFIA
1336577,PROGRAMA ESPECIAL DE FORMACAO PEDAGOGICA DE DOCENTES   HISTORIA
1349119,BIOMEDICINA
1349150,MARKETING
1349202,JORNALISMO
1350009,EDUCACAO FISICA
1350029,GESTAO HOSPITALAR
1350031,SEGURANCA NO TRABALHO
1350117,ENGENHARIA DE COMPUTACAO
1363750,ENGENHARIA CIVIL
1363751,ENGENHARIA ELETRICA
1363752,ENGENHARIA MECANICA
1382765,BANCO DE DADOS
1382767,COMERCIO EXTERIOR
1382768,GASTRONOMIA
1382769,GESTAO DA QUALIDADE
1382771,GESTAO DE SEGURANCA PRIVADA
1382772,TEOLOGIA
1382774,FISICA
1382775,QUIMICA
1382776,RADIO
1398074,GESTAO DO AGRONEGOCIO
1427559,ADMINISTRACAO
1427560,ARQUITETURA E URBANISMO
1427561,BIOMEDICINA
1427562,CIENCIA DA COMPUTACAO
1427564,CIENCIAS CONTABEIS
1427565,CIENCIAS ECONOMICAS
1427568,ENGENHARIA CIVIL
1427569,ENGENHARIA ELETRICA
1427570,ENGENHARIA MECANICA
1427572,FARMACIA
1427574,PEDAGOGIA
1427575,NUTRICAO
1427576,RELACÕES INTERNACIONAIS
1427577,ANALISE E DESENVOLVIMENTO DE SISTEMAS
1427578,FOTOGRAFIA
1427580,GESTAO DE RECURSOS HUMANOS
1427581,GESTAO FINANCEIRA
1427583,LOGISTICA
1427584,MARKETING
1427585,RADIOLOGIA
1427586,DESIGN DE INTERIORES
1427655,ARQUITETURA E URBANISMO
1427656,JORNALISMO
1427657,DESIGN DE INTERIORES
1427658,NUTRICAO
1427659,JOGOS DIGITAIS
1427660,GESTAO DESPORTIVA E DE LAZER
1427661,FOTOGRAFIA
1427662,DESIGN GRAFICO
1427663,DESIGN DE PRODUTO
1427664,RELACÕES PUBLICAS
1427665,PUBLICIDADE E PROPAGANDA
1427749,REDES DE COMPUTADORES
1427750,PRODUCAO CULTURAL
1428621,GESTAO DA PRODUCAO INDUSTRIAL
1429323,ESTETICA E COSMETICA
1441250,EMPREENDEDORISMO
1441251,EDUCACAO ESPECIAL
1444010,LOGISTICA
1444020,PEDAGOGIA
1445438,INTERNET DAS COISAS
5882,PEDAGOGIA
5883,GEOGRAFIA
5884,ADMINISTRACAO
5885,CIENCIAS CONTABEIS
19117,DIREITO
20416,FISIOTERAPIA
20417,FARMACIA
20418,ENGENHARIA DE COMPUTACAO
20419,ENFERMAGEM
20420,ARQUITETURA E URBANISMO
20421,NUTRICAO
20422,SERVICO SOCIAL
20424,EDUCACAO FISICA
23283,COMUNICACAO SOCIAL   PUBLICIDADE E PROPAGANDA
30581,LETRAS   PORTUGUES E ESPANHOL
32635,LETRAS   PORTUGUES E INGLES
32899,JORNALISMO
52831,CIENCIAS BIOLOGICAS
52834,QUIMICA
52961,MATEMATICA
54890,SISTEMA DE INFORMACAO
57824,BIOMEDICINA
97865,PSICOLOGIA
98605,PRODUCAO MULTIMIDIA
107304,ENGENHARIA ELETRONICA
115496,GESTAO DE RECURSOS HUMANOS
115506,FABRICACAO MECANICA
115518,ENGENHARIA ELETRICA
122432,GASTRONOMIA
320424,EDUCACAO FISICA
1159359,ENGENHARIA CIVIL
1193181,ENGENHARIA DE PRODUCAO
1305391,ENGENHARIA AGRONOMICA
1330046,MEDICINA VETERINARIA
1333885,ENGENHARIA MECANICA
5000978,MEDICINA
5909,MEDICINA
40425,ENFERMAGEM
40430,FARMACIA
91803,NUTRICAO
91807,FISIOTERAPIA
91811,TERAPIA OCUPACIONAL
114272,GESTAO EM SAUDE AMBIENTAL
1153732,FISIOTERAPIA
1202513,GESTAO HOSPITALAR
1280227,RADIOLOGIA
5911,CIENCIAS CONTABEIS
5914,ADMINISTRACAO
48825,SISTEMAS DE INFORMACAO
48827,PEDAGOGIA
54915,LETRAS   PORTUGUES E INGLES
1165858,ENGENHARIA CIVIL
1172740,GESTAO DE RECURSOS HUMANOS
5919,ADMINISTRACAO
5920,MEDICINA
5925,FONOAUDIOLOGIA
5926,ANALISE E DESENVOLVIMENTO DE SISTEMAS
5927,RELACÕES INTERNACIONAIS
20702,BIOMEDICINA
39643,ENFERMAGEM
53682,FISIOTERAPIA
65173,PEDAGOGIA
92044,RADIOLOGIA
5949,PEDAGOGIA
5950,HISTORIA
5952,PSICOLOGIA
5953,CIENCIAS BIOLOGICAS
5954,FILOSOFIA
5955,ENGENHARIA CIVIL
5956,ARQUITETURA E URBANISMO
5957,CIENCIAS ECONOMICAS
5958,ADMINISTRACAO
5959,CIENCIAS CONTABEIS
5961,DIREITO
5963,ENFERMAGEM
5965,MATEMATICA
5966,FARMACIA E BIOQUIMICA
18624,CIENCIA DA COMPUTACAO
19370,NUTRICAO
24498,LETRAS   INGLES
28098,COMUNICACAO SOCIAL   PUBLICIDADE E PROPAGANDA
33454,COMUNICACAO SOCIAL   RELACÕES PUBLICAS
34708,COMUNICACAO SOCIAL   JORNALISMO
55404,ENGENHARIA ELETRICA
64774,TRADUCAO E INTERPRETACAO
64776,SISTEMA DE INFORMACAO
102560,ENGENHARIA DE PRODUCAO
107864,COMERCIO EXTERIOR
110906,GASTRONOMIA
119362,ENGENHARIA AMBIENTAL
119364,ENGENHARIA DE PETROLEO
305953,CIENCIAS BIOLOGICAS
372003,QUIMICA TECNOLOGICA
1156287,MUSICA
1156334,RELACÕES INTERNACIONAIS
6025,PEDAGOGIA
22586,LETRAS   PORTUGUES E INGLES
28100,ESTUDOS SOCIAIS
30525,QUIMICA
31592,QUIMICA
46255,LETRAS   PORTUGUES E ESPANHOL
67518,ADMINISTRACAO
67523,ENGENHARIA QUIMICA
1204577,ENGENHARIA DE PRODUCAO
6055,ADMINISTRACAO
6056,CIENCIAS ECONOMICAS
6057,CIENCIAS CONTABEIS
6060,QUIMICA INDUSTRIAL
6061,QUIMICA
6063,FARMACIA
48842,ENGENHARIA AMBIENTAL
50832,ENGENHARIA QUIMICA
120757,ENGENHARIA DE PRODUCAO
306061,QUIMICA
1076619,ENFERMAGEM
1076785,ENGENHARIA CIVIL
6115,ADMINISTRACAO
6116,ARQUITETURA E URBANISMO
6118,CIENCIAS BIOLOGICAS
6120,DIREITO
6122,NUTRICAO
6124,PSICOLOGIA
6128,ENGENHARIA ELETRICA
6129,ENGENHARIA CIVIL
6130,ENGENHARIA MECANICA
82464,MARKETING
306118,CIENCIAS BIOLOGICAS
1349097,ENGENHARIA DE PRODUCAO
1419582,MEDICINA VETERINARIA
1419591,ADMINISTRACAO
1419594,GESTAO DE RECURSOS HUMANOS
1419600,NUTRICAO
1419602,MARKETING
6159,PEDAGOGIA
6160,PSICOLOGIA
6164,FABRICACAO MECANICA
6165,AUTOMACAO INDUSTRIAL
6166,ADMINISTRACAO
53916,ENFERMAGEM
64094,DESIGN DE INTERIORES
64096,LOGISTICA
66379,DIREITO
69900,ENGENHARIA DE PRODUCAO
69902,GESTAO FINANCEIRA
69904,MARKETING
69906,GESTAO DE RECURSOS HUMANOS
69908,RADIOLOGIA
69916,GESTAO HOSPITALAR
73659,GESTAO COMERCIAL
97613,COMERCIO EXTERIOR
102100,MECATRONICA INDUSTRIAL
113183,CIENCIAS CONTABEIS
113187,ENGENHARIA MECANICA
115548,GESTAO DA QUALIDADE
1179867,PUBLICIDADE E PROPAGANDA
1265018,ENGENHARIA AMBIENTAL
1265019,ENGENHARIA CIVIL
1265021,ENGENHARIA ELETRICA
1265023,ENGENHARIA QUIMICA
1278871,ENGENHARIA DE CONTROLE E AUTOMACAO
1295984,FARMACIA
1295997,GESTAO DA PRODUCAO INDUSTRIAL
1296024,PROCESSOS GERENCIAIS
1296032,GESTAO DA TECNOLOGIA DA INFORMACAO
1298905,NUTRICAO
1332211,ARQUITETURA E URBANISMO
1364005,BIOMEDICINA
1403875,ENGENHARIA DE COMPUTACAO
6181,EDUCACAO FISICA
6182,FISIOTERAPIA
123768,EDUCACAO FISICA
6185,ADMINISTRACAO
6186,DIREITO
6188,CIENCIAS CONTABEIS
20541,QUIMICA
20542,CIENCIAS BIOLOGICAS
20544,CIENCIA DA COMPUTACAO
20545,EDUCACAO FISICA
20546,FISIOTERAPIA
39053,COMUNICACAO SOCIAL   PUBLICIDADE E PROPAGANDA
39056,JORNALISMO
39193,ENGENHARIA DE COMPUTACAO
43922,SISTEMAS DE INFORMACAO
57886,DESIGN DIGITAL
57986,ENGENHARIA DE TELECOMUNICACÕES
63750,FARMACIA
73628,LOGISTICA
73630,REDES DE COMPUTADORES
81328,ANALISE E DESENVOLVIMENTO DE SISTEMAS
81548,PEDAGOGIA
91054,PSICOPEDAGOGIA
102955,COMERCIO EXTERIOR E NEGOCIOS INTERNACIONAIS
111934,GESTAO DE RECURSOS HUMANOS
122898,GESTAO FINANCEIRA
320541,QUIMICA
320542,CIENCIAS BIOLOGICAS
320545,EDUCACAO FISICA
1152077,GESTAO COMERCIAL
1152079,MARKETING
1177700,ENGENHARIA DE CONTROLE E AUTOMACAO
1177701,ENGENHARIA DE PRODUCAO
